chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr6;83242881;83243325;445;83243118;77,7;33,22907;5,52904;30,27989;mDUX-rep1-peak.16654
chr6;5117539;5117918;380;5117727;61,48;33,20298;7,01621;30,25386;mDUX-rep1-peak.16081
chr8;72206379;72206710;332;72206539;61,48;33,20298;7,01621;30,25386;mDUX-rep1-peak.19003
chr12;58210719;58211102;384;58210954;72,58;33,19891;5,89818;30,24982;mDUX-rep1-peak.3986
chr11;70293425;70293924;500;70293663;79,41;33,16241;5,36072;30,21342;mDUX-rep1-peak.3148
chr10;119694531;119694948;418;119694743;58,92;33,14501;7,45431;30,19607;mDUX-rep1-peak.2485
chr4;147073578;147074610;1033;147073821;61,48;33,12713;6,99618;30,17824;mDUX-rep1-peak.14513
chr2;52959000;52959561;562;52959208;108,44;33,10233;4,05344;30,15349;mDUX-rep1-peak.10888
chr13;55612202;55612622;421;55612430;92,22;33,0817;4,632;30,13289;mDUX-rep1-peak.5146
chr11;114648412;114648785;374;114648591;83,68;33,07121;5,11509;30,12244;mDUX-rep1-peak.3510
chr14;42990238;42990660;423;42990450;60,63;33,06744;7,12433;30,11868;mDUX-rep1-peak.6645
chr9;47072922;47073448;527;47073202;74,29;33,0507;5,68637;30,102;mDUX-rep1-peak.19764
chr4;118363040;118363495;456;118363295;125,52;33,03994;3,61487;30,09126;mDUX-rep1-peak.14025
chr16;17313451;17313857;407;17313634;59,77;33,01863;7,26108;30,06998;mDUX-rep1-peak.8157
chr15;59628782;59629617;836;59629061;84,53;32,95916;5,03142;30,01069;mDUX-rep1-peak.7707
chr11;59087437;59087842;406;59087644;76,85;32,95513;5,56066;30,00668;mDUX-rep1-peak.3051
chr17;23686098;23686602;505;23686365;79,41;32,95485;5,32469;30,00644;mDUX-rep1-peak.8881
chr17;15066483;15066851;369;15066654;76,85;32,94441;5,55867;29,99601;mDUX-rep1-peak.8782
chr6;71148262;71148714;453;71148496;64,04;32,93992;6,55325;29,99153;mDUX-rep1-peak.16586
chrX;169972453;169973551;1099;169972895;64,04;32,93992;6,55325;29,99153;mDUX-rep1-peak.20957
chr5;67530214;67530612;399;67530401;59,77;32,93948;7,23902;29,99112;mDUX-rep1-peak.15370
chr1;11443140;11443634;495;11443417;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.75
chr1;38022222;38022563;342;38022380;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.264
chr1;66912238;66912858;621;66912551;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.456
chr1;95821798;95822301;504;95822053;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.751
chr1;104698210;104698696;487;104698456;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.778
chr1;148344008;148344443;436;148344227;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1070
chr1;157497970;157498516;547;157498294;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1162
chr1;161270842;161271587;746;161271351;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1192
chr1;161695890;161696287;398;161696073;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1194
chr1;175242044;175242547;504;175242266;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1320
chr1;182830917;182831474;558;182831204;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1390
chr10;3172864;3173406;543;3173087;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1465
chr10;16144305;16144667;363;16144497;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.1582
chr10;87941786;87942296;511;87942047;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.2171
chr10;88505293;88505704;412;88505450;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.2182
chr10;96355434;96355893;460;96355643;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.2264
chr10;104371677;104372119;443;104371884;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.2337
chr11;30215724;30216273;550;30216051;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.2843
chr11;56011584;56012093;510;56011873;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.3031
chr12;18202106;18202507;402;18202365;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.3655
chr12;31521530;31521936;407;31521774;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.3800
chr12;41716819;41717340;522;41717007;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.3880
chr12;65593404;65594294;891;65593929;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.4034
chr12;74373391;74373807;417;74373620;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.4132
chr13;11345930;11346409;480;11346206;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.4693
chr13;11722778;11723239;462;11722995;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.4695
chr13;18128038;18128357;320;18128231;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.4819
chr13;96737871;96738706;836;96738095;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.5588
chr13;107333603;107334015;413;107333824;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.5699
chr14;7536655;7537570;916;7536817;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.6310
chr14;15978325;15978902;578;15978650;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.6393
chr14;54841543;54842054;512;54841814;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.6828
chr14;83586839;83587231;393;83587016;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.7033
chr14;120638619;120639200;582;120638905;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.7252
chr15;15285131;15285673;543;15285392;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.7404
chr15;69033563;69034135;573;69033850;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.7762
chr16;17665201;17665680;480;17665447;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.8162
chr16;56782495;56783121;627;56782733;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.8472
chr17;41657885;41658379;495;41658216;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9033
chr17;70614298;70614929;632;70614626;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9236
chr18;13803192;13804251;1060;13803927;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9489
chr18;43738064;43738482;419;43738250;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9678
chr18;44330371;44330937;567;44330653;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9682
chr18;53042980;53043701;722;53043399;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9744
chr18;67710917;67711521;605;67711223;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9869
chr18;67756988;67757421;434;67757192;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9871
chr18;67916927;67917382;456;67917204;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9873
chr18;77051110;77051652;543;77051321;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.9953
chr19;55491290;55491952;663;55491500;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.10434
chr2;9108541;9109013;473;9108812;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.10595
chr2;16510506;16511240;735;16510868;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.10651
chr2;22868483;22868938;456;22868703;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.10702
chr2;68537875;68538458;584;68538192;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.11012
chr2;68883812;68884270;459;68884027;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.11015
chr2;99137326;99137737;412;99137480;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.11292
chr2;129897637;129898172;536;129897909;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.11552
chr2;142803806;142804164;359;142803965;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.11639
chr3;19719202;19719719;518;19719458;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12074
chr3;29936566;29937390;825;29936868;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12140
chr3;33574454;33574903;450;33574595;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12169
chr3;47662451;47662903;453;47662662;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12258
chr3;56571019;56571504;486;56571316;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12306
chr3;65966278;65966829;552;65966455;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12392
chr3;69122968;69123452;485;69123159;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.12433
chr4;42344793;42345479;687;42345246;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.13464
chr4;58573405;58573807;403;58573657;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.13600
chr4;75633314;75633733;420;75633542;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.13694
chr4;116954884;116955271;388;116955088;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.14009
chr5;4115835;4116258;424;4116048;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.14753
chr5;43364823;43365247;425;43365045;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.15193
chr5;69777431;69778031;601;69777919;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.15390
chr5;91465803;91466302;500;91466029;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.15505
chr5;104674813;104675285;473;104675110;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.15627
chr5_GL456354_random;143061;143572;512;143304;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.16029
chr6;22953622;22954044;423;22953848;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.16192
chr6;36163587;36164071;485;36163776;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.16300
chr6;36235661;36236148;488;36235894;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.16301
chr6;43045063;43045678;616;43045285;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.16349
chr6;69358675;69359172;498;69358929;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.16574
chr6;131221587;131221972;386;131221796;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.17042
chr7;20950714;20951502;789;20950956;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.17426
chr7;39236969;39237493;525;39237224;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.17545
chr7;61804504;61805038;535;61804750;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.17698
chr7;107484126;107484586;461;107484310;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.18053
chr7;122826229;122826720;492;122826451;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.18180
chr7;130918266;130918812;547;130918610;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.18250
chr8;31067000;31067419;420;31067214;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.18727
chr8;31745310;31745838;529;31745608;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.18731
chr8;52563708;52564135;428;52563884;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.18881
chr8;90318660;90319186;527;90318925;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.19148
chr8;100078122;100078596;475;100078352;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.19221
chr9;77028683;77029097;415;77028885;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20016
chr9;83061769;83062114;346;83062016;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20058
chr9;86284561;86285030;470;86284742;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20075
chr9;106498800;106499293;494;106499111;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20239
chrX;78837684;78838162;479;78837916;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20664
chrX;93094133;93094506;374;93094325;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20708
chrX;100278012;100278447;436;100278238;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20736
chrX;164995566;164996047;482;164995811;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20943
chrX;167098961;167099519;559;167099188;57,21;32,91607;7,44249;29,96788;mDUX-rep1-peak.20951
chr4;123785601;123786115;515;123785814;58,92;32,90059;7,38403;29,95777;mDUX-rep1-peak.14061
chr7;100974655;100975034;380;100974840;116,13;32,88684;3,79853;29,94403;mDUX-rep1-peak.17991
chr2;59418447;59418894;448;59418677;70,02;32,84041;5,94817;29,89768;mDUX-rep1-peak.10932
chr4;129353190;129353534;345;129353358;80,26;32,83556;5,23107;29,89284;mDUX-rep1-peak.14109
chr10;39532938;39533259;322;39533074;68,31;32,81023;6,14645;29,86763;mDUX-rep1-peak.1781
chr10;78366579;78366923;345;78366723;67,46;32,80897;6,25459;29,86638;mDUX-rep1-peak.2097
chr19;53089226;53089680;455;53089500;67,46;32,80897;6,25459;29,86638;mDUX-rep1-peak.10420
chr8;117569487;117569810;324;117569597;80,26;32,7848;5,2225;29,84228;mDUX-rep1-peak.19343
chr8;45621067;45621628;562;45621356;70,87;32,77951;6,00686;29,837;mDUX-rep1-peak.18832
chr8;18623055;18623547;493;18623331;63,19;32,77349;6,63776;29,83101;mDUX-rep1-peak.18466
chr13;48546727;48547188;462;48546876;114,42;32,76037;3,84733;29,81791;mDUX-rep1-peak.5089
chr13;3901480;3902646;1167;3901903;61,48;32,75204;6,8977;29,80961;mDUX-rep1-peak.4636
chr14;7427268;7427976;709;7427597;64,04;32,73569;6,5041;29,79331;mDUX-rep1-peak.6291
chr3;130694752;130695201;450;130694991;64,89;32,73569;6,58949;29,79331;mDUX-rep1-peak.12989
chr4;145536128;145538240;2113;145537804;64,04;32,73569;6,5041;29,79331;mDUX-rep1-peak.14302
chr7;49677105;49677645;541;49677456;64,04;32,73569;6,5041;29,79331;mDUX-rep1-peak.17634
chr8;115280742;115281162;421;115280874;59,77;32,70391;7,17365;29,76174;mDUX-rep1-peak.19332
chr18;82905511;82905962;452;82905724;70,87;32,6962;5,98934;29,75405;mDUX-rep1-peak.10001
chr19;6956539;6956866;328;6956603;116,13;32,69262;3,77978;29,75056;mDUX-rep1-peak.10057
chr11;114985302;114985728;427;114985589;67,46;32,66957;6,22332;29,72756;mDUX-rep1-peak.3513
chr6;67301104;67301550;447;67301347;67,46;32,66957;6,22332;29,72756;mDUX-rep1-peak.16554
chr8;20291200;20291808;609;20291603;67,46;32,66957;6,22332;29,72756;mDUX-rep1-peak.18575
chr12;3662880;3663272;393;3663075;81,97;32,66562;5,18578;29,72367;mDUX-rep1-peak.3558
chrX;136976703;136977115;413;136976855;81,12;32,66562;5,13241;29,72367;mDUX-rep1-peak.20853
chr2;31101082;31101539;458;31101309;118,69;32,60793;3,74029;29,6662;mDUX-rep1-peak.10752
chr8;77536735;77537146;412;77536907;98,2;32,51706;4,31288;29,57556;mDUX-rep1-peak.19047
chr2;166375257;166375676;420;166375448;83,68;32,49151;5,02225;29,55007;mDUX-rep1-peak.11823
chr5;131563837;131564319;483;131564048;58,92;32,42059;7,24738;29,47933;mDUX-rep1-peak.15846
chr5;120992355;120992689;335;120992510;70,87;32,41759;5,93102;29,47636;mDUX-rep1-peak.15762
chr9;14172262;14173506;1245;14172438;71,73;32,39425;5,82973;29,45307;mDUX-rep1-peak.19481
chr1;54806184;54806614;431;54806410;60,63;32,38221;6,9402;29,44108;mDUX-rep1-peak.368
chr4;129047790;129048241;452;129048058;68,31;32,37043;6,05067;29,42931;mDUX-rep1-peak.14105
chr8;20336126;20341058;4933;20340224;70,02;32,35785;5,84824;29,41676;mDUX-rep1-peak.18585
chr10;130419959;130420623;665;130420397;57,21;32,34082;7,27625;29,39977;mDUX-rep1-peak.2582
chr6;40615216;40615669;454;40615435;57,21;32,34082;7,27625;29,39977;mDUX-rep1-peak.16338
chr6;65024396;65025228;833;65025005;57,21;32,34082;7,27625;29,39977;mDUX-rep1-peak.16529
chr1;120643921;120644375;455;120644084;64,04;32,25349;6,3891;29,31274;mDUX-rep1-peak.856
chr8;71319797;71320186;390;71320041;82,83;32,19355;5,04022;29,25297;mDUX-rep1-peak.18992
chr15;97665348;97665767;420;97665553;70,87;32,17957;5,88151;29,23908;mDUX-rep1-peak.7955
chr1;134630196;134630696;501;134630463;75,14;32,17091;5,43673;29,23046;mDUX-rep1-peak.961
chr10;43581312;43581693;382;43581522;75,14;32,17091;5,43673;29,23046;mDUX-rep1-peak.1827
chr8;118986663;118987699;1037;118986892;75,14;32,17091;5,43673;29,23046;mDUX-rep1-peak.19347
chr16;22406053;22406526;474;22406321;59,77;32,16478;7,02562;29,22437;mDUX-rep1-peak.8212
chr19;57524493;57524894;402;57524695;59,77;32,08892;7,00497;29,1487;mDUX-rep1-peak.10447
chr4;124396692;124397214;523;124396985;95,63;32,07787;4,39248;29,13769;mDUX-rep1-peak.14064
chr5;14994473;14996086;1614;14995539;63,19;32,07657;6,46722;29,13641;mDUX-rep1-peak.14846
chr2;172204648;172205707;1060;172205512;57,21;32,06049;7,19619;29,12036;mDUX-rep1-peak.11889
chr2;29553911;29554366;456;29554147;79,41;32,03835;5,16763;29,09827;mDUX-rep1-peak.10740
chr2;128515583;128516185;603;128515925;66,6;32,0368;6,191;29,09673;mDUX-rep1-peak.11543
chr15;60065837;60066312;476;60066088;58,92;32,02928;7,13731;29,0893;mDUX-rep1-peak.7709
chr4;140406966;140407409;444;140407225;100,76;32,01664;4,204;29,07674;mDUX-rep1-peak.14205
chr7;116130896;116131238;343;116131060;93,07;32,00896;4,43824;29,06909;mDUX-rep1-peak.18121
chr10;127633707;127634528;822;127634331;72,58;32,00498;5,65998;29,06511;mDUX-rep1-peak.2555
chr1;40526608;40527098;491;40526873;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.292
chr1;77031927;77032315;389;77032154;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.521
chr1;85798395;85798887;493;85798620;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.665
chr1;99152385;99152843;459;99152581;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.764
chr1;174297792;174298320;529;174298056;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.1318
chr10;73076037;73076548;512;73076282;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2061
chr10;89848866;89849418;553;89849054;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2196
chr10;107407147;107407729;583;107407401;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2363
chr10;113289434;113289834;401;113289608;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2413
chr10;118120454;118121537;1084;118120722;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2465
chr10;121240449;121241208;760;121240714;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2503
chr10;124110574;124111028;455;124110855;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2530
chr11;27336899;27337317;419;27337137;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2819
chr11;33395055;33395627;573;33395322;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2882
chr11;39720013;39720445;433;39720233;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.2919
chr11;81668577;81668949;373;81668743;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.3240
chr11;105487295;105487796;502;105487458;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.3445
chr12;38728482;38728893;412;38728651;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.3854
chr12;54962062;54962620;559;54962327;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.3962
chr12;76352454;76352893;440;76352650;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.4149
chr12;89301497;89301965;469;89301743;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.4340
chr12;117496178;117496681;504;117496378;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.4609
chr13;32628394;32628888;495;32628627;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.4945
chr13;113204606;113205048;443;113204856;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.5741
chr14;6678427;6679333;907;6678730;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.6191
chr14;25983160;25983536;377;25983273;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.6477
chr14;92405324;92405946;623;92405603;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.7090
chr14;112925059;112925516;458;112925285;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.7215
chr15;21643791;21644345;555;21644138;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.7438
chr15;73806666;73807304;639;73807075;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.7785
chr15;75258171;75258908;738;75258542;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.7799
chr15;80897738;80898191;454;80897989;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.7841
chr16;21889758;21890350;593;21890056;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.8204
chr16;85964619;85965031;413;85964828;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.8629
chr17;16693781;16694364;584;16694059;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.8800
chr17;23169606;23170536;931;23169909;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.8874
chr17;40717077;40717473;397;40717288;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9030
chr17;76539694;76540124;431;76539906;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9273
chr18;3985194;3985806;613;3985468;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9414
chr18;37051206;37051798;593;37051479;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9636
chr18;61813609;61814200;592;61813853;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9805
chr18;65114737;65115211;475;65114979;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9833
chr18;67810404;67810976;573;67810665;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9872
chr18;82235038;82235748;711;82235456;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.9998
chr19;58177726;58178183;458;58177987;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.10453
chr2;6604059;6604538;480;6604226;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.10586
chr2;52227621;52228118;498;52227873;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.10880
chr2;53331952;53332415;464;53332152;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.10892
chr2;67590386;67590778;393;67590569;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11002
chr2;69351913;69352247;335;69352055;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11027
chr2;69909628;69910008;381;69909814;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11032
chr2;94144262;94144787;526;94144503;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11269
chr2;97767123;97767526;404;97767310;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11282
chr2;125703919;125704379;461;125704164;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11517
chr2;136421858;136422360;503;136422083;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.11604
chr3;37080524;37080910;387;37080686;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.12209
chr3;101328599;101329065;467;101328859;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.12758
chr3;107318904;107319312;409;107319121;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.12823
chr3;117155359;117155885;527;117155553;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.12888
chr3;127399255;127399746;492;127399491;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.12959
chr4;3427138;3427666;529;3427369;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.13204
chr4;7384965;7385314;350;7385114;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.13236
chr4;79965252;79965861;610;79965577;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.13704
chr4;84387163;84387524;362;84387321;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.13748
chr5;19117753;19118214;462;19117978;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.14962
chr5;26940947;26941510;564;26941211;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.15059
chr5;27796034;27796627;594;27796331;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.15068
chr5;28751634;28752318;685;28751850;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.15084
chr5;76319611;76320043;433;76319793;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.15439
chr5;79440188;79440648;461;79440413;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.15462
chr5;89482450;89483025;576;89482718;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.15493
chr6;8114121;8114636;516;8114351;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.16106
chr6;9200775;9201313;539;9201045;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.16117
chr6;112366051;112366602;552;112366360;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.16892
chr6;116685167;116685468;302;116685324;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.16919
chr6;130321486;130321827;342;130321576;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.17032
chr7;11914675;11915098;424;11914940;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.17295
chr7;87034504;87034986;483;87034785;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.17897
chr8;17287367;17287838;472;17287574;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.18462
chr8;54076134;54076642;509;54076425;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.18885
chr8;77929337;77929852;516;77929573;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.19049
chr9;4434933;4435474;542;4435246;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.19421
chr9;23544602;23545017;416;23544829;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.19551
chr9;62405155;62405557;403;62405341;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.19894
chr9;71348611;71349194;584;71348918;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.19970
chr9;79103102;79103605;504;79103308;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.20037
chr9;83657424;83657907;484;83657719;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.20064
chrX;48691117;48691568;452;48691330;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.20553
chrX;74517068;74517561;494;74517262;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.20645
chrX;120016334;120016678;345;120016508;56,36;31,98554;7,33331;29,04575;mDUX-rep1-peak.20796
chr12;105192749;105193215;467;105193022;65,75;31,97368;6,28904;29,03914;mDUX-rep1-peak.4443
chr3;59004873;59005257;385;59005103;86,24;31,96219;4,75692;29,02769;mDUX-rep1-peak.12334
chr1;88207977;88208619;643;88208269;61,48;31,95029;6,69051;29,01581;mDUX-rep1-peak.695
chr1;21058735;21059041;307;21058940;74,29;31,93907;5,47546;29,00461;mDUX-rep1-peak.153
