chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr6;59372438;59372821;384;59372648;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.23569
chr6;65063274;65063545;272;65063413;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.23636
chr6;72841251;72841745;495;72841543;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.23725
chr6;77433410;77433780;371;77433597;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.23761
chr6;100900937;100901372;436;100901165;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.24046
chr6;144454396;144454746;351;144454545;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.24493
chr7;14827692;14828145;454;14827922;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.24805
chr7;41674309;41674748;440;41674470;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25189
chr7;63871012;63871373;362;63871217;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25390
chr7;64618314;64618922;609;64618751;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25401
chr7;65510694;65511063;370;65510889;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25420
chr7;69823203;69823585;383;69823423;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25456
chr7;79217422;79217820;399;79217604;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25556
chr7;81980237;81980817;581;81980529;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25605
chr7;104725092;104725454;363;104725302;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25819
chr7;104842111;104842750;640;104842247;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.25826
chr7;132178483;132179453;971;132178679;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.26192
chr7;143353192;143353484;293;143353319;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.26314
chr8;11622505;11622819;315;11622668;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.26425
chr8;25934337;25934810;474;25934648;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.26814
chr8;61309406;61310121;716;61309597;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.27135
chr8;87553637;87554136;500;87553856;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.27403
chr8;105220039;105220405;367;105220230;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.27564
chr9;13651179;13651553;375;13651380;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.27923
chr9;25403372;25403764;393;25403526;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28055
chr9;27374906;27375171;266;27375019;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28079
chr9;37020559;37020955;397;37020744;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28197
chr9;40655781;40656181;401;40656004;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28238
chr9;41899932;41900282;351;41900160;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28256
chr9;53790312;53790751;440;53790566;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28431
chr9;70897328;70897723;396;70897494;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28648
chr9;73573868;73574187;320;73573995;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.28702
chr9;104799225;104799699;475;104799431;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29031
chrX;7743525;7743960;436;7743746;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29316
chrX;74382398;74382792;395;74382570;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29614
chrX;89031934;89032266;333;89032058;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29683
chrX;118301824;118302120;297;118301981;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29809
chrX;136064605;136065087;483;136064829;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29877
chrX;136742238;136743018;781;136742889;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29883
chrX;151793838;151794252;415;151794074;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29943
chrX;153884834;153885183;350;153885044;40,82;20,19901;5,98703;17,39229;mDUX-rep2-peak.29954
chr4;98785555;98786038;484;98785808;41,77;20,19109;5,84144;17,39173;mDUX-rep2-peak.19880
chr14;51595796;51597135;1340;51596177;50,31;20,18146;4,84175;17,38213;mDUX-rep2-peak.9864
chr4;152763142;152763394;253;152763287;74,04;20,18004;3,54623;17,38071;mDUX-rep2-peak.21117
chr9;89211208;89211488;281;89211334;106,31;20,17887;2,82398;17,37955;mDUX-rep2-peak.28856
chr1;59697659;59698285;627;59697956;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.623
chr1;186358492;186358918;427;186358664;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.2064
chr10;88844809;88845287;479;88845062;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.3220
chr11;68601306;68601760;455;68601568;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.4612
chr12;4897956;4898445;490;4898158;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.5305
chr14;45616722;45617107;386;45616940;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.9770
chr14;61295526;61295952;427;61295736;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.10001
chr15;58707923;58708236;314;58708098;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.11117
chr19;45665179;45665433;255;45665338;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.15040
chr2;60300889;60301316;428;60301156;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.15867
chr3;103640417;103640793;377;103640632;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.18448
chr4;89513936;89514320;385;89514122;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.19809
chr4;146177842;146178613;772;146178370;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.20695
chr5;14918751;14919302;552;14918928;51,26;20,15921;4,75066;17,36006;mDUX-rep2-peak.21268
chr5;104434008;104434397;390;104434197;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.22337
chr6;29833172;29833627;456;29833342;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.23223
chr6;123696528;123696976;449;123696760;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.24273
chr9;45361952;45362397;446;45362175;40,82;20,15932;5,97371;17,36006;mDUX-rep2-peak.28320
chr15;38662542;38662919;378;38662648;70,24;20,15433;3,69701;17,35545;mDUX-rep2-peak.10942
chr14;6988728;6989072;345;6988852;64,55;20,10494;3,96289;17,30619;mDUX-rep2-peak.9079
chr6;124989852;124990379;528;124990094;104,41;20,07764;2,849;17,27901;mDUX-rep2-peak.24289
chr5;31625247;31625667;421;31625486;44,61;20,07152;5,42171;17,27292;mDUX-rep2-peak.21655
chr12;17450121;17450504;384;17450263;50,31;20,06325;4,81314;17,26467;mDUX-rep2-peak.5424
chr14;61648600;61648843;244;61648765;93,97;20,05194;3,0636;17,25338;mDUX-rep2-peak.10007
chr4;147073733;147074594;862;147073912;42,71;20,05106;5,66249;17,25252;mDUX-rep2-peak.20849
chr15;83412993;83413305;313;83413125;44,61;20,02512;5,40821;17,22671;mDUX-rep2-peak.11363
chr4;145438807;145440352;1546;145438950;55,05;20,02037;4,41475;17,22197;mDUX-rep2-peak.20549
chr8;20114932;20115617;686;20115215;91,12;19,98731;3,0708;17,18899;mDUX-rep2-peak.26589
chr3;122361044;122361391;348;122361143;67,39;19,98473;3,79966;17,18644;mDUX-rep2-peak.18630
chr4;138815914;138816343;430;138816061;67,39;19,98473;3,79966;17,18644;mDUX-rep2-peak.20414
chr7;4900821;4901344;524;4901185;67,39;19,98473;3,79966;17,18644;mDUX-rep2-peak.24627
chr1;172062043;172062414;372;172062165;57,9;19,98422;4,34443;17,18597;mDUX-rep2-peak.1896
chr15;55706774;55707130;357;55706926;52,21;19,97452;4,62665;17,1763;mDUX-rep2-peak.11091
chr7;34875111;34875444;334;34875255;46,51;19,96431;5,16988;17,16612;mDUX-rep2-peak.25104
chr15;31324539;31324814;276;31324719;71,19;19,96048;3,62767;17,16232;mDUX-rep2-peak.10860
chr15;38882530;38882913;384;38882749;58,85;19,95967;4,27507;17,16151;mDUX-rep2-peak.10944
chr15;75983581;75983918;338;75983723;58,85;19,95967;4,27507;17,16151;mDUX-rep2-peak.11268
chr6;86125527;86125840;314;86125636;58,85;19,95967;4,27507;17,16151;mDUX-rep2-peak.23837
chr12;85283440;85283895;456;85283583;41,77;19,93495;5,75885;17,13692;mDUX-rep2-peak.6281
chr10;95660367;95660775;409;95660630;40,82;19,93223;5,89788;17,13421;mDUX-rep2-peak.3312
chr13;45250156;45250461;306;45250286;40,82;19,93223;5,89788;17,13421;mDUX-rep2-peak.7394
chr15;60065851;60066378;528;60066082;40,82;19,93223;5,89788;17,13421;mDUX-rep2-peak.11137
chr4;116735876;116736213;338;116736056;40,82;19,93223;5,89788;17,13421;mDUX-rep2-peak.20117
chr5;86894358;86894751;394;86894557;40,82;19,93223;5,89788;17,13421;mDUX-rep2-peak.22143
chr11;107510127;107510412;286;107510269;55,05;19,91651;4,39296;17,1186;mDUX-rep2-peak.5149
chr2;121412861;121413284;424;121413176;55,05;19,91651;4,39296;17,1186;mDUX-rep2-peak.16579
chr12;3662831;3663216;386;3663015;69,29;19,90032;3,69959;17,10248;mDUX-rep2-peak.5280
chr6;113306187;113306488;302;113306393;69,29;19,90032;3,69959;17,10248;mDUX-rep2-peak.24131
chr8;20630895;20631986;1092;20631461;69,29;19,90032;3,69959;17,10248;mDUX-rep2-peak.26723
chr4;148451530;148451796;267;148451665;54,1;19,8918;4,45797;17,09401;mDUX-rep2-peak.21074
chr12;91755125;91755706;582;91755641;43,66;19,88803;5,48693;17,09025;mDUX-rep2-peak.6441
chr13;62264225;62264999;775;62264812;43,66;19,88803;5,48693;17,09025;mDUX-rep2-peak.7627
chr15;59204265;59204664;400;59204462;43,66;19,88803;5,48693;17,09025;mDUX-rep2-peak.11126
chr15;61461168;61461443;276;61461311;43,66;19,88803;5,48693;17,09025;mDUX-rep2-peak.11145
chr2;168769204;168769735;532;168769468;50,31;19,86834;4,76619;17,07068;mDUX-rep2-peak.17113
chr10;117427011;117427646;636;117427396;42,71;19,85459;5,60154;17,05694;mDUX-rep2-peak.3590
chr18;61295248;61295677;430;61295457;42,71;19,85459;5,60154;17,05694;mDUX-rep2-peak.14190
chr1;17250673;17251044;372;17250861;48,41;19,84908;4,94097;17,05146;mDUX-rep2-peak.188
chr18;46727140;46727442;303;46727319;48,41;19,84908;4,94097;17,05146;mDUX-rep2-peak.14043
chr5;29737483;29737804;322;29737661;48,41;19,84908;4,94097;17,05146;mDUX-rep2-peak.21636
chr7;45656096;45656473;378;45656235;48,41;19,84908;4,94097;17,05146;mDUX-rep2-peak.25253
chr11;52231558;52231854;297;52231682;71,19;19,8381;3,60953;17,04063;mDUX-rep2-peak.4390
chr12;71111641;71111932;292;71111778;85,43;19,83493;3,20107;17,03748;mDUX-rep2-peak.6074
chr14;34860673;34861239;567;34860925;85,43;19,83493;3,20107;17,03748;mDUX-rep2-peak.9538
chr16;33331929;33332273;345;33332115;64,55;19,81544;3,91321;17,01805;mDUX-rep2-peak.12048
chr1;145695301;145695661;361;145695422;53,16;19,80891;4,51298;17,01155;mDUX-rep2-peak.1530
chr11;88929149;88929406;258;88929276;53,16;19,80891;4,51298;17,01155;mDUX-rep2-peak.4899
chr5;15026905;15027884;980;15027569;53,16;19,80891;4,51298;17,01155;mDUX-rep2-peak.21307
chr8;20995425;20997200;1776;20996499;53,16;19,80891;4,51298;17,01155;mDUX-rep2-peak.26746
chr4;118233429;118233739;311;118233579;98,72;19,79592;2,93287;16,99867;mDUX-rep2-peak.20145
chr9;103372468;103372873;406;103372711;44,61;19,79545;5,34171;16,99821;mDUX-rep2-peak.29010
chr2;26575840;26576147;308;26575988;73,09;19,79525;3,52805;16,99802;mDUX-rep2-peak.15540
chr3;51151694;51151966;273;51151830;43,66;19,79373;5,45877;16,99652;mDUX-rep2-peak.17727
chr13;24602849;24603180;332;24603084;48,41;19,79098;4,92619;16,99379;mDUX-rep2-peak.7137
chr5;15624369;15624691;323;15624520;41,77;19,78361;5,7104;16,98646;mDUX-rep2-peak.21384
chr4;137912920;137913187;268;137913105;72,14;19,77847;3,56259;16,98134;mDUX-rep2-peak.20403
chr15;98579649;98580052;404;98579922;63,6;19,77024;3,95573;16,97313;mDUX-rep2-peak.11505
chr2;48854093;48854353;261;48854206;63,6;19,77024;3,95573;16,97313;mDUX-rep2-peak.15718
chr7;139002784;139003075;292;139002931;49,36;19,76639;4,82873;16,96931;mDUX-rep2-peak.26259
chr10;38849836;38850515;680;38850243;60,75;19,76123;4,11662;16,96416;mDUX-rep2-peak.2582
chr12;109484506;109484780;275;109484674;60,75;19,76123;4,11662;16,96416;mDUX-rep2-peak.6600
chr14;6987145;6987477;333;6987350;60,75;19,76123;4,11662;16,96416;mDUX-rep2-peak.9078
chr14;19606708;19607199;492;19606908;60,75;19,76123;4,11662;16,96416;mDUX-rep2-peak.9344
chr10;121753160;121753501;342;121753295;79,73;19,76102;3,3639;16,96401;mDUX-rep2-peak.3678
chr16;43769433;43769744;312;43769605;79,73;19,76102;3,3639;16,96401;mDUX-rep2-peak.12188
chr14;4086658;4087540;883;4086896;77,84;19,75855;3,42761;16,96157;mDUX-rep2-peak.8625
chr15;97721634;97721884;251;97721781;77,84;19,75855;3,42761;16,96157;mDUX-rep2-peak.11495
chr5;28873814;28874273;460;28873967;44,61;19,74998;5,3286;16,95304;mDUX-rep2-peak.21623
chr3;135546467;135546936;470;135546664;41,77;19,73355;5,69443;16,93668;mDUX-rep2-peak.18758
chr4;135681264;135681692;429;135681426;44,61;19,70465;5,31556;16,90793;mDUX-rep2-peak.20377
chr17;28308879;28309186;308;28308983;67,39;19,69873;3,75378;16,90204;mDUX-rep2-peak.12912
chr4;137448994;137449392;399;137449227;49,36;19,68769;4,80937;16,89101;mDUX-rep2-peak.20394
chr2;14513207;14513522;316;14513329;50,31;19,67598;4,72015;16,87934;mDUX-rep2-peak.15415
chr10;42061849;42062296;448;42062098;40,82;19,67218;5,81181;16,87556;mDUX-rep2-peak.2633
chr2;153333005;153333312;308;153333148;41,77;19,63399;5,66276;16,83747;mDUX-rep2-peak.16927
chr16;13357537;13357908;372;13357756;45,56;19,63367;5,18508;16,83716;mDUX-rep2-peak.11770
chr13;99027291;99027581;291;99027442;81,63;19,61753;3,28557;16,82109;mDUX-rep2-peak.8203
chr11;114463219;114463531;313;114463346;62,65;19,60252;3,97799;16,80615;mDUX-rep2-peak.5208
chr12;86787269;86787548;280;86787421;62,65;19,60252;3,97799;16,80615;mDUX-rep2-peak.6305
chr14;20220757;20221100;344;20220948;62,65;19,60252;3,97799;16,80615;mDUX-rep2-peak.9366
chr2;118444390;118445392;1003;118445018;62,65;19,60252;3,97799;16,80615;mDUX-rep2-peak.16533
chr1;153411460;153411835;376;153411680;45,56;19,59213;5,17356;16,79581;mDUX-rep2-peak.1631
chr18;3012280;3012798;519;3012562;45,56;19,59213;5,17356;16,79581;mDUX-rep2-peak.13613
chr4;123623730;123624237;508;123623900;45,56;19,59213;5,17356;16,79581;mDUX-rep2-peak.20199
chr6;5576755;5577361;607;5577036;45,56;19,59213;5,17356;16,79581;mDUX-rep2-peak.23014
chr6;67158784;67159183;400;67159036;45,56;19,59213;5,17356;16,79581;mDUX-rep2-peak.23656
chr16;22787392;22787731;340;22787567;40,82;19,5696;5,77808;16,77357;mDUX-rep2-peak.11930
chr10;14506941;14507379;439;14507108;42,71;19,56518;5,51254;16,76917;mDUX-rep2-peak.2308
chr13;51238820;51239164;345;51238935;42,71;19,56518;5,51254;16,76917;mDUX-rep2-peak.7484
chr14;19602371;19602900;530;19602529;55,05;19,52711;4,31186;16,73124;mDUX-rep2-peak.9342
chr16;16946588;16946966;379;16946770;55,05;19,52711;4,31186;16,73124;mDUX-rep2-peak.11826
chr19;36129180;36129609;430;36129455;55,05;19,52711;4,31186;16,73124;mDUX-rep2-peak.14888
chr11;115684782;115685100;319;115684961;44,61;19,52483;5,26403;16,72906;mDUX-rep2-peak.5227
chr9;40799863;40800190;328;40800048;64,55;19,47731;3,85566;16,68167;mDUX-rep2-peak.28243
chr1;88466697;88467299;603;88466950;42,71;19,47009;5,48349;16,6745;mDUX-rep2-peak.1054
chr11;88734111;88734411;301;88734297;47,46;19,45612;4,93487;16,66056;mDUX-rep2-peak.4892
chr13;40705361;40705844;484;40705578;47,46;19,45612;4,93487;16,66056;mDUX-rep2-peak.7314
chr14;19493545;19494256;712;19493897;47,46;19,45612;4,93487;16,66056;mDUX-rep2-peak.9317
chr6;53718905;53719259;355;53719080;50,31;19,44128;4,66437;16,64578;mDUX-rep2-peak.23502
chr9;42719961;42720287;327;42720140;41,77;19,43712;5,60047;16,64173;mDUX-rep2-peak.28269
chr1;130718836;130719176;341;130719017;44,61;19,4358;5,23864;16,64042;mDUX-rep2-peak.1336
chrX;170020634;170020876;243;170020720;155,67;19,43337;2,27897;16,638;mDUX-rep2-peak.30029
chr12;115524199;115524697;499;115524597;40,82;19,41725;5,72822;16,62195;mDUX-rep2-peak.6685
chr13;68083811;68084341;531;68084027;40,82;19,41725;5,72822;16,62195;mDUX-rep2-peak.7876
chr18;35528688;35529087;400;35528879;40,82;19,41725;5,72822;16,62195;mDUX-rep2-peak.13935
chr1;86243746;86244072;327;86243868;47,46;19,41544;4,92434;16,62019;mDUX-rep2-peak.1010
chr5;134919848;134920188;341;134920047;99,67;19,41094;2,8762;16,6157;mDUX-rep2-peak.22695
chr1;32451635;32451984;350;32451788;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.277
chr13;86345271;86345533;263;86345409;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.8056
chr14;4527482;4527727;246;4527631;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.8703
chr14;7292578;7293037;460;7292738;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.9140
chr14;19559548;19560134;587;19559921;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.9327
chr14;54340794;54341246;453;54340992;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.9900
chr18;25932791;25933152;362;25932977;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.13828
chr2;17743327;17743731;405;17743506;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.15440
chr3;67032834;67033168;335;67032982;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.17921
chr6;120126277;120126700;424;120126521;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.24211
chr6;137433619;137433961;343;137433828;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.24430
chr7;11389390;11390203;814;11389995;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.24740
chrX;154281142;154281476;335;154281313;42,71;19,40708;5,4643;16,61186;mDUX-rep2-peak.29955
chr3;138896381;138896676;296;138896530;48,41;19,39075;4,82516;16,59578;mDUX-rep2-peak.18803
chr2;75990667;75991137;471;75990999;66,44;19,38061;3,74692;16,58569;mDUX-rep2-peak.16094
chr8;20146451;20146831;381;20146581;55,05;19,37409;4,28025;16,57924;mDUX-rep2-peak.26602
chr8;120671312;120671614;303;120671501;68,34;19,36425;3,6583;16,56944;mDUX-rep2-peak.27738
chr14;59370384;59370839;456;59370601;86,38;19,36289;3,12064;16,56807;mDUX-rep2-peak.9962
chr1;50714416;50714787;372;50714599;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.500
chr1;55076891;55077159;269;55077005;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.554
chr1;63967939;63968316;378;63968130;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.669
chr1;65650816;65651152;337;65650969;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.686
chr1;84494558;84495045;488;84494852;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.901
chr1;176063104;176063437;334;176063263;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.1931
chr1;192164747;192165117;371;192164936;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2137
chr10;5419659;5420019;361;5419809;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2193
chr10;15159715;15160034;320;15159851;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2319
chr10;18953750;18954068;319;18953899;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2352
chr10;22478086;22478447;362;22478217;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2402
chr10;33796237;33796646;410;33796443;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2527
chr10;41332674;41333124;451;41332931;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2614
chr10;44086432;44086776;345;44086630;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2663
chr10;54854512;54854913;402;54854769;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.2779
chr10;73668940;73669360;421;73669151;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3022
chr10;79496708;79497067;360;79496905;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3088
chr10;87514470;87514711;242;87514590;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3191
chr10;96368690;96368994;305;96368830;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3329
chr10;97453571;97453860;290;97453702;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3346
chr10;112849653;112850068;416;112849834;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3535
chr10;126029093;126029547;455;126029297;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3719
chr11;13969580;13970258;679;13969969;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3949
chr11;17252272;17252802;531;17252479;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.3972
chr11;29535932;29536430;499;29536188;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.4140
chr11;56723185;56723465;281;56723323;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.4447
chr11;112542560;112542890;331;112542699;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5186
chr12;21569578;21570026;449;21569805;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5569
chr12;36030298;36030628;331;36030465;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5745
chr12;44492758;44493203;446;44492927;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5813
chr12;51576275;51576712;438;51576594;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5861
chr12;54304501;54304994;494;54304708;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5894
chr12;54568216;54568947;732;54568574;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5902
chr12;65293709;65294116;408;65293958;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.5998
chr12;79875871;79876206;336;79876046;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.6218
chr12;87317890;87318497;608;87318036;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.6315
chr12;89260777;89261232;456;89260963;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.6419
chr12;115349576;115349962;387;115349717;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.6677
chr13;9744761;9745091;331;9744915;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.6858
chr13;10178063;10178555;493;10178411;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.6864
chr13;20489586;20490414;829;20490264;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7055
chr13;30011049;30011386;338;30011183;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7167
chr13;31433440;31433884;445;31433700;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7191
chr13;32383258;32383701;444;32383428;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7199
chr13;44726971;44727314;344;44727109;39,87;19,3601;5,85065;16,5667;mDUX-rep2-peak.7388
chr13;48976487;48976823;337;48976679;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7441
chr13;50906458;50907356;899;50907098;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7470
chr13;62121560;62122105;546;62121911;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7618
chr13;71723269;71723611;343;71723404;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7922
chr13;72961267;72961618;352;72961428;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.7931
chr13;80723280;80723583;304;80723462;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.8007
chr13;84315153;84315447;295;84315302;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.8042
chr13;87950211;87950602;392;87950407;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.8064
chr13;92830660;92830963;304;92830800;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.8093
chr14;3361604;3362422;819;3361867;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.8552
chr14;4165695;4165995;301;4165868;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.8638
chr14;6770288;6770945;658;6770800;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.9049
chr14;7042679;7043177;499;7043035;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.9105
chr14;7297968;7299002;1035;7298081;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.9142
chr14;26253964;26254467;504;26254253;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.9430
chr14;44850804;44851047;244;44850909;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.9762
chr14;63867854;63868217;364;63868041;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10038
chr14;76308086;76308514;429;76308231;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10156
chr14;76360018;76360358;341;76360172;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10158
chr14;91986217;91986572;356;91986357;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10298
chr14;105672984;105673283;300;105673139;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10403
chr14;106008959;106009292;334;106009177;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10414
chr14;115920768;115921132;365;115920926;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10483
chr15;8088725;8089245;521;8088946;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10635
chr15;9346819;9347188;370;9346969;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10662
chr15;17357224;17357620;397;17357420;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10749
chr15;21168102;21168485;384;21168250;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10765
chr15;27695420;27695744;325;27695651;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10828
chr15;31126620;31127420;801;31127252;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.10859
chr15;44539222;44539540;319;44539358;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11004
chr15;53106020;53106426;407;53106210;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11065
chr15;74504526;74504936;411;74504680;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11246
chr15;95987936;95988257;322;95988103;39,87;19,36151;5,85112;16,5667;mDUX-rep2-peak.11455
